issue,dataset,label_column,label,code_column,codes_found,problem
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NANDIGAMA (NTR),lgd_mandal_code,1145 NANDIGAMA in 749 NTR ; 4993 NANDIGAMA in 749 NTR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NANDIKOTKUR (Nandyal),lgd_mandal_code,1161 NANDIKOTKUR in 755 NANDYAL ; 5260 NANDIKOTKUR in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NANDYAL (Nandyal),lgd_mandal_code,1017 NANDYAL in 755 NANDYAL ; 5284 NANDYAL in 755 NANDYAL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NARASARAOPET (Palnadu),lgd_mandal_code,1024 NARASARAOPET in 751 PALNADU ; 5067 NARASARAOPET in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NARSIPATNAM (Anakapalli),lgd_mandal_code,1136 NARSIPATNAM in 744 ANAKAPALLI ; 4854 NARSIPATNAM in 744 ANAKAPALLI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",NELLIMARLA (Vizianagaram),lgd_mandal_code,1135 NELLIMARLA in 521 VIZIANAGARAM ; 4837 NELLIMARLA in 521 VIZIANAGARAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","NIDADAVOLE (""East Godavari"")",lgd_mandal_code,1078 NIDADAVOLE in 505 EAST GODAVARI ; 4960 NIDADAVOLE in 505 EAST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",ONGOLE (Prakasam),lgd_mandal_code,1035 ONGOLE in 517 PRAKASAM ; 5139 ONGOLE in 517 PRAKASAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","PALAKONDA (""Parvathipuram Manyam"")",lgd_mandal_code,1134 PALAKONDA in 743 PARVATHIPURAM MANYAM ; 4784 PALAKONDA in 743 PARVATHIPURAM MANYAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","PARVATHIPURAM (""Parvathipuram Manyam"")",lgd_mandal_code,1091 PARVATHIPURAM in 743 PARVATHIPURAM MANYAM ; 4812 PARVATHIPURAM in 743 PARVATHIPURAM MANYAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PEDANA (Krishna),lgd_mandal_code,1072 PEDANA in 510 KRISHNA ; 5030 PEDANA in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PEDDAPURAM (Kakinada),lgd_mandal_code,1062 PEDDAPURAM in 746 KAKINADA ; 4903 PEDDAPURAM in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","PENUKONDA (""Sri Satya Sai"")",lgd_mandal_code,1179 PENUKONDA in 754 SRI SATHYA SAI ; 5356 PENUKONDA in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PIDUGURALLA (Palnadu),lgd_mandal_code,1132 PIDUGURALLA in 751 PALNADU ; 5047 PIDUGURALLA in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PITHAPURAM (Kakinada),lgd_mandal_code,1063 PITHAPURAM in 746 KAKINADA ; 4911 PITHAPURAM in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PODILI (Markapuram),lgd_mandal_code,1191 PODILI in 790 MARKAPURAM ; 5120 PODILI in 790 MARKAPURAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PONNUR (Guntur),lgd_mandal_code,1025 PONNUR in 506 GUNTUR ; 5084 PONNUR in 506 GUNTUR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","PRODDATUR (""YSR Kadapa"")",lgd_mandal_code,1014 PRODDATUR in 504 YSR KADAPA ; 5214 PRODDATUR in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","PULIVENDULA (""YSR Kadapa"")",lgd_mandal_code,1122 PULIVENDULA in 504 YSR KADAPA ; 5219 PULIVENDULA in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PUNGANUR (Annamayya),lgd_mandal_code,1010 PUNGANUR in 753 ANNAMAYYA ; 5415 PUNGANUR in 753 ANNAMAYYA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","PUTTAPARTHI (""Sri Satya Sai"")",lgd_mandal_code,1155 PUTTAPARTHY in 754 SRI SATHYA SAI ; 5357 PUTTAPARTHY in 754 SRI SATHYA SAI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",PUTTUR (Tirupati),lgd_mandal_code,1119 PUTTUR in 752 TIRUPATI ; 5407 PUTTUR in 752 TIRUPATI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",RAJAM (Vizianagaram),lgd_mandal_code,1133 RAJAM in 521 VIZIANAGARAM ; 4796 RAJAM in 521 VIZIANAGARAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",RAYACHOTY (Annamayya),lgd_mandal_code,1121 RAYACHOTY in 753 ANNAMAYYA ; 5239 RAYACHOTY in 753 ANNAMAYYA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",RAYADURG (Anantapur),lgd_mandal_code,1006 RAYADURG in 502 ANANTHAPURAMU ; 5305 RAYADURG in 502 ANANTHAPURAMU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",REPALLE (Bapatla),lgd_mandal_code,1026 REPALLE in 750 BAPATLA ; 5096 REPALLE in 750 BAPATLA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",SAMALKOT (Kakinada),lgd_mandal_code,1066 SAMALKOT in 746 KAKINADA ; 4910 SAMALKOT in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",SRIKAKULAM (Srikakulam),lgd_mandal_code,1085 SRIKAKULAM in 519 SRIKAKULAM ; 4802 SRIKAKULAM in 519 SRIKAKULAM,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",SRIKALAHASTI (Tirupati),lgd_mandal_code,1011 SRIKALAHASTI in 752 TIRUPATI ; 5378 SRIKALAHASTI in 752 TIRUPATI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","TADEPALLIGUDEM (""West Godavari"")",lgd_mandal_code,1080 TADEPALLIGUDEM in 523 WEST GODAVARI ; 4961 TADEPALLIGUDEM in 523 WEST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","TANUKU (""West Godavari"")",lgd_mandal_code,1081 TANUKU in 523 WEST GODAVARI ; 4972 TANUKU in 523 WEST GODAVARI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",TENALI (Guntur),lgd_mandal_code,1028 TENALI in 506 GUNTUR ; 5078 TENALI in 506 GUNTUR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",TIRUVURU (NTR),lgd_mandal_code,1146 TIRUVURU in 749 NTR ; 4997 TIRUVURU in 749 NTR,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",TUNI (Kakinada),lgd_mandal_code,1067 TUNI in 746 KAKINADA ; 4890 TUNI in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",VENKATAGIRI (Tirupati),lgd_mandal_code,1127 VENKATAGIRI in 752 TIRUPATI ; 5187 VENKATAGIRI in 752 TIRUPATI,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",VINUKONDA (Palnadu),lgd_mandal_code,1131 VINUKONDA in 751 PALNADU ; 5062 VINUKONDA in 751 PALNADU,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",VUYYURU (Krishna),lgd_mandal_code,1144 VUYYURU in 510 KRISHNA ; 5027 VUYYURU in 510 KRISHNA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",YELESWARAM (Kakinada),lgd_mandal_code,1140 YELESWARAM in 746 KAKINADA ; 4893 YELESWARAM in 746 KAKINADA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm",YEMMIGANUR (Kurnool),lgd_mandal_code,1018 YEMMIGANUR in 511 KURNOOL ; 5254 YEMMIGANUR in 511 KURNOOL,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
C1,swacch_survekshan_info_new1_api,"dstrt_nm, ulb_nm","YERRAGUNTLA (""YSR Kadapa"")",lgd_mandal_code,1165 YERRAGUNTLA in 504 YSR KADAPA ; 5223 YERRAGUNTLA in 504 YSR KADAPA,"One ULB carries two mandal codes in the same district, which looks like two coding schemes in one table"
A2,several,district_id,10,district name,CHITTOOR in 8 datasets ; ELURU in 2 datasets,The same district_id names different districts
A2,several,district_id,11,district name,WEST GODAVARI in 2 datasets ; Y.S.R in 3 datasets ; Y.S.R. KADAPA in 2 datasets ; YSR in 3 datasets,The same district_id names different districts
A2,several,district_id,12,district name,ANANTAPUR in 3 datasets ; ANANTHAPUR in 3 datasets ; ANANTHAPURAMU in 2 datasets ; NTR in 2 datasets,The same district_id names different districts
A2,several,district_id,13,district name,KRISHNA in 2 datasets ; KURNOOL in 8 datasets,The same district_id names different districts
A2,several,district_id,14,district name,ALLURI SITHARAMA RAJU in 2 datasets ; PALNADU in 2 datasets ; PARVATHIPURAM MANYAM in 3 datasets,The same district_id names different districts
A2,several,district_id,15,district name,ANAKAPALLI in 2 datasets ; GUNTUR in 2 datasets ; PARVATHIPURAM MANYAM in 3 datasets,The same district_id names different districts
A2,several,district_id,16,district name,ALLURI SITHARAMA RAJU in 3 datasets ; ANAKAPALLI in 3 datasets ; ANNAMAYYA in 2 datasets ; BAPATLA in 2 datasets,The same district_id names different districts
A2,several,district_id,17,district name,ANAKAPALLI in 3 datasets ; BAPATLA in 2 datasets ; KAKINADA in 3 datasets ; PRAKASAM in 2 datasets,The same district_id names different districts
A2,several,district_id,18,district name,DR. B.R.AMBEDKAR KONASEEMA in 2 datasets ; DR. BR AMBEDKAR KONASEEMA in 3 datasets ; KAKINADA in 3 datasets ; SRI POTTI SRIRAMULU NELLORE in 2 datasets,The same district_id names different districts
A2,several,district_id,19,district name,ELURU in 5 datasets ; KONASEEMA in 3 datasets ; KURNOOL in 2 datasets,The same district_id names different districts
A2,several,district_id,2,district name,PARVATHIPURAM MANYAM in 2 datasets ; VIZIANAGARAM in 5 datasets,The same district_id names different districts
A2,several,district_id,20,district name,ELURU in 3 datasets ; KAKINADA in 2 datasets ; NANDYAL in 2 datasets ; NTR in 3 datasets ; VMC in 3 datasets,The same district_id names different districts
A2,several,district_id,21,district name,ANANTAPURAM in 2 datasets ; BAPATLA in 3 datasets ; NANDYAL in 2 datasets ; NTR in 3 datasets,The same district_id names different districts
A2,several,district_id,22,district name,BAPATLA in 3 datasets ; NTR in 2 datasets ; PALNADU in 3 datasets ; SRI SATHYA SAI in 2 datasets,The same district_id names different districts
A2,several,district_id,23,district name,PALNADU in 5 datasets ; TIRUPATI in 3 datasets ; YSR KADAPA in 2 datasets,The same district_id names different districts
A2,several,district_id,24,district name,ANNAMAYYA in 5 datasets ; PARVATHIPURAM MANYAM in 2 datasets ; TIRUPATI in 3 datasets,The same district_id names different districts
A2,several,district_id,25,district name,ANNAMAYYA in 3 datasets ; SRI SATHYASAI in 2 datasets ; SRI SATYA SAI in 3 datasets ; TIRUPATI in 2 datasets,The same district_id names different districts
A2,several,district_id,26,district name,CHITTOOR in 2 datasets ; NANDYAL in 3 datasets ; SRI SATHYA SAI in 3 datasets ; TIRUPATI in 2 datasets,The same district_id names different districts
A2,several,district_id,27,district name,MARKAPURAM in 3 datasets ; NANDYAL in 3 datasets ; POLAVARAM in 2 datasets,The same district_id names different districts
A2,several,district_id,3,district name,VISAKHAPATNAM in 5 datasets ; VIZIANAGARAM in 2 datasets,The same district_id names different districts
A2,several,district_id,4,district name,EAST GODAVARI in 5 datasets ; VISAKHAPATNAM in 2 datasets,The same district_id names different districts
A2,several,district_id,6,district name,ANAKAPALLI in 2 datasets ; KRISHNA in 5 datasets,The same district_id names different districts
A2,several,district_id,7,district name,GUNTUR in 5 datasets ; KAKINADA in 2 datasets,The same district_id names different districts
A2,several,district_id,8,district name,EAST GODAVARI in 2 datasets ; PRAKASAM in 5 datasets,The same district_id names different districts
A2,several,district_id,9,district name,DR. B.R. AMBEDKAR KONASEEMA in 2 datasets ; SPSR NELLORE in 3 datasets ; SRI POTTI SRIRAMULU NELLORE in 2 datasets,The same district_id names different districts
